version,source,caller,caller_occurrence,caller_va,callee,callee_va,call_sites
5.5.00,async.cpp,"async::async(int, long, long, int, int)",1,0x00401520,GetCommState@8,0x004329C0,1
5.5.00,async.cpp,"async::async(int, long, long, int, int)",1,0x00401520,SetupComm@12,0x004329D0,1
5.5.00,async.cpp,"async::async(int, long, long, int, int)",1,0x00401520,CloseHandle@4,0x004329E0,1
5.5.00,async.cpp,"async::async(int, long, long, int, int)",1,0x00401520,SetCommState@8,0x004329F0,1
5.5.00,async.cpp,"async::async(int, long, long, int, int)",1,0x00401520,GetCommModemStatus@8,0x00432A00,1
5.5.00,async.cpp,async::~async(),0,0x00401710,CloseHandle@4,0x004329E0,1
5.5.00,async.cpp,async::~async(),1,0x00401750,CloseHandle@4,0x004329E0,1
5.5.00,async.cpp,async::close(),0,0x00401790,CloseHandle@4,0x004329E0,1
5.5.00,async.cpp,async::flush_buffer(),0,0x004017C0,PurgeComm@8,0x00432A10,1
5.5.00,async.cpp,"async::write(char*, int)",0,0x004017F0,WriteFile@20,0x00432A20,1
5.5.00,async.cpp,async::read_char(char*),0,0x00401860,ReadFile@20,0x00432A30,1
5.5.00,async.cpp,async::read_string(char*),0,0x00401900,ReadFile@20,0x00432A30,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,bixby110io::bixby110io(),0x00408760,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,bixby110io::~bixby110io(),0x004087A0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,dlgelement::dlgelement(),0x00421C70,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,operator delete(void*),0x0042C880,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,operator new(unsigned int),0x0042C8A0,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,_Unwind_SjLj_Register,0x00431790,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,_Unwind_SjLj_Unregister,0x00431870,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,0x00401A60,_Unwind_SjLj_Resume,0x00431E50,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,bixby110io::bixby110io(),0x00408760,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,bixby110io::~bixby110io(),0x004087A0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,dlgelement::dlgelement(),0x00421C70,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,operator delete(void*),0x0042C880,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,operator new(unsigned int),0x0042C8A0,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,_Unwind_SjLj_Register,0x00431790,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,_Unwind_SjLj_Unregister,0x00431870,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,0x00402070,_Unwind_SjLj_Resume,0x00431E50,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,bixby110io::~bixby110io(),0x004087A0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,dlgelement::~dlgelement(),0x00421C90,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,operator delete(void*),0x0042C880,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,_Unwind_SjLj_Register,0x00431790,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,_Unwind_SjLj_Unregister,0x00431870,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,0x00402680,_Unwind_SjLj_Resume,0x00431E50,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,bixby110io::~bixby110io(),0x004087A0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,dlgelement::~dlgelement(),0x00421C90,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,operator delete(void*),0x0042C880,18
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,_Unwind_SjLj_Register,0x00431790,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,_Unwind_SjLj_Unregister,0x00431870,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,0x00402B60,_Unwind_SjLj_Resume,0x00431E50,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ChkStop(),0,0x00403040,pushbutton::WasPushed(),0x00422910,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,"TimeDelay(HWND__*, unsigned int)",0x00408040,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,"bixby110io::readreg(unsigned char, unsigned char)",0x00409570,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,bixby110io::getCMDbuf(unsigned char),0x004095E0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,bixby110io::CollectResponse(),0x00409690,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,0x00403070,sprintf,0x00432560,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadInteractiveResult(int),0,0x00403270,"TimeDelay(HWND__*, unsigned int)",0x00408040,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadInteractiveResult(int),0,0x00403270,"bixby110io::readreg(unsigned char, unsigned char)",0x00409570,3
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeInteractiveResult(int),0,0x00403340,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeInteractiveResult(int),0,0x00403340,bixby110io::getCMDbuf(unsigned char),0x004095E0,25
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeInteractiveResult(int),0,0x00403340,manual3checkbox::SetChecked(),0x004223C0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeInteractiveResult(int),0,0x00403340,manual3checkbox::SetUnchecked(),0x00422400,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendAutomaticAction(int),0,0x00403850,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendAutomaticAction(int),0,0x00403850,manual3checkbox::IsChecked(),0x004222C0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendAutomaticAction(int),0,0x00403850,manual3checkbox::IsUnchecked(),0x00422300,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::SendAutomaticAction(int),0,0x00403850,manual3checkbox::IsIndeterminate(),0x00422340,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0,0x00403950,"TimeDelay(HWND__*, unsigned int)",0x00408040,3
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0,0x00403950,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0,0x00403950,"bixby110io::readreg(unsigned char, unsigned char)",0x00409570,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0,0x00403950,bixby110io::CollectResponse(),0x00409690,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,"TimeDelay(HWND__*, unsigned int)",0x00408040,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,bixby110io::sendcommand(char*),0x00408980,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,bixby110io::CollectResponse(),0x00409690,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,pushbutton::WasPushed(),0x00422910,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,edit::Settext(char const*),0x00422DB0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,0x00403A30,sprintf,0x00432560,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,bixby110checkout::SendAutomaticAction(int),0x00403850,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0x00403950,4
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0x00403A30,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,bixby110checkout::AnalyzeAutomaticResult(int),0x00403B50,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,"TimeDelay(HWND__*, unsigned int)",0x00408040,7
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,5
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,"bixby110io::readreg(unsigned char, unsigned char)",0x00409570,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,bixby110io::getCMDbuf(unsigned char),0x004095E0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,bixby110io::CollectResponse(),0x00409690,3
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,manual3checkbox::SetChecked(),0x004223C0,4
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,manual3checkbox::SetUnchecked(),0x00422400,4
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,manual3checkbox::SetIndeterminate(),0x00422440,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,pushbutton::WasPushed(),0x00422910,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,edit::Settext(char const*),0x00422DB0,6
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,0x00403D60,sprintf,0x00432560,6
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::writeln(void*, char*)",0,0x00404480,strlen,0x00432580,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::writeln(void*, char*)",0,0x00404480,WriteFile@20,0x00432A20,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,"FormatTime(_SYSTEMTIME*, char*)",0x004082D0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,bixby110io::getCMDbuf(unsigned char),0x004095E0,4
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,"bixby110io::getUnit0Data(unsigned char, char*)",0x00409CB0,11
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,"bixby110io::getCmdData(unsigned char, char*)",0x00409E60,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,manual3checkbox::IsChecked(),0x004222C0,3
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,manual3checkbox::IsUnchecked(),0x00422300,6
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,manual3checkbox::IsIndeterminate(),0x00422340,6
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,edit::Gettext(),0x00422D70,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,sprintf,0x00432560,30
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,strlen,0x00432580,43
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,strcpy,0x00432590,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,strcat,0x004325C0,12
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,MessageBoxA@16,0x00432760,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,CreateFileA@28,0x004329B0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,CloseHandle@4,0x004329E0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,WriteFile@20,0x00432A20,31
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,0x004044C0,GetLocalTime@4,0x00432A40,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,bixby110io::getCMDbuf(unsigned char),0x004095E0,5
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,bixby110io::CalculateChecksum(unsigned char),0x0040A010,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,edit::Gettext(),0x00422D70,4
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,edit::Settext(char const*),0x00422DB0,6
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,edit::SetBkColor(unsigned long),0x00422E40,5
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,sprintf,0x00432560,6
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,strcpy,0x00432590,3
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,strcmp,0x004325B0,2
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,strcat,0x004325C0,1
5.5.00,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,0x00405880,SetWindowTextA@8,0x00432770,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,"manual3checkbox::CreateManual3checkbox(char const*, int, int, HWND__*, HINSTANCE__*)",0x00422200,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,manual3checkbox::SetIndeterminate(),0x00422440,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,"statictext::CreateStatictext(char const*, int, int, int, int, HWND__*, HINSTANCE__*)",0x00423190,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,sprintf,0x00432560,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,GetTextExtentPoint32A@16,0x004326D0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,GetDC@4,0x00432780,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,0x00405D00,ReleaseDC@8,0x00432790,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,"manual3checkbox::CreateManual3checkbox(char const*, int, int, HWND__*, HINSTANCE__*)",0x00422200,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,manual3checkbox::SetIndeterminate(),0x00422440,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,"statictext::CreateStatictext(char const*, int, int, int, int, HWND__*, HINSTANCE__*)",0x00423190,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,sprintf,0x00432560,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,GetTextExtentPoint32A@16,0x004326D0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,GetDC@4,0x00432780,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,0x00405FA0,ReleaseDC@8,0x00432790,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,"pushbutton::CreatePushbutton(char const*, int, int, HWND__*, HINSTANCE__*)",0x004227C0,3
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,"edit::CreateEdit(char const*, int, int, int, int, HWND__*, HINSTANCE__*, unsigned long)",0x00422CB0,3
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,"statictext::CreateStatictext(char const*, int, int, int, int, HWND__*, HINSTANCE__*)",0x00423190,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,GetTextExtentPoint32A@16,0x004326D0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,GetDC@4,0x00432780,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,0x00406140,ReleaseDC@8,0x00432790,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::SendInteractiveAction(int),0x00403070,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::ReadInteractiveResult(int),0x00403270,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::AnalyzeInteractiveResult(int),0x00403340,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::SendAutomaticAction(int),0x00403850,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::AnalyzeAutomaticResult(int),0x00403B50,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::ReadAutomaticResult(int),0x00403D60,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::GenerateReport(),0x004044C0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110checkout::Bixby110UpdateData(),0x00405880,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0x00405D00,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0x00405FA0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0x00406140,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"ISBeep(unsigned long, unsigned long)",0x00407AE0,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"SetupDebugWindow(HWND__*, HINSTANCE__*)",0x00407B10,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,CloseDebugWindow(),0x00407D10,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,ShowDebugWindow(),0x00407D70,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"TimeDelay(HWND__*, unsigned int)",0x00408040,34
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110io::getrs232port(unsigned char, unsigned char)",0x004087B0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110io::freers232port(),0x00408940,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110io::scanio(unsigned char*),0x004089E0,1
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0x00409530,12
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110io::readreg(unsigned char, unsigned char)",0x00409570,8
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110io::getCMDbuf(unsigned char),0x004095E0,3
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,bixby110io::CollectResponse(),0x00409690,15
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110io::GetEEPROMContents(HWND__*, char)",0x004096F0,2
5.5.00,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,0x00406460,"bixby110io::getUnit0Data(unsigned char, char*)",0x00409CB0,2
